shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
MarvlingBrosLtd,0,52990,140,6116,4.8918,7941
RNExplained,51,52972,52,11789,4.9449,2318
TheSmudgeFactoryLLC,2245,52962,2252,10985,4.984,4975
GentleSateenGifts,0,52907,19,550,4.7131,3467
DesignsByArtworks,0,52904,771,2417,4.8587,7820
GlamorousBijoux,0,52891,544,15113,4.9117,11331
FunkandChill,0,52871,151,12279,4.7627,7918
MelissasStitches,0,52831,416,2605,4.8829,6292
KMvinyl,0,52812,555,9399,4.9279,11257
CocoKoalaStudio,0,52810,157,7271,4.8709,12710
hartwoodco,0,52805,258,4797,4.932,9832
QueenBeeTradingCo,0,52801,332,11977,4.8539,16170
MisterandMrs,0,52792,428,3958,4.9767,11210
CandECraftCo,0,52781,446,7458,4.957,9089
TikisCraftShop,0,52778,2906,3708,4.8993,7565
EvelynMaeCreations,0,52759,1746,13980,4.8908,9914
PersonalityGiftShop,0,52737,1212,1442,4.8504,7780
PinkPoshCo,0,52725,120,3044,4.9735,8620
StarkAmbition,0,52717,1113,4246,4.896,7647
UnconventionalJ,2,52707,699,7097,4.9483,8845
WashiFul,0,52700,4,6139,4.9762,13881
DesignsByKaramarie,0,52697,344,5106,4.8009,7271
ImmortalEarthShop,0,52691,195,5340,4.8531,14053
SuesCountryCreations,0,52680,183,8988,4.945,9456
MatthewAndMae,0,52654,477,12384,4.9671,10387
BLOCKSetc,10,52633,511,6916,4.9613,8674
Starcrossedbeauty,0,52620,1811,10189,4.9021,7318
EngraverSteve,0,52583,294,2339,4.9001,10408
RELOVEDLUMBER,0,52577,267,10727,4.9669,8684
Rishasart,416,52558,416,2010,4.9371,2948
theartfloozy,3,52536,1703,9603,4.9748,20937
SwankyDesignCo,335,52529,354,3007,4.969,4930
EandEProject,0,52525,402,17447,4.8378,7805
RustyRoostDesigns,987,52521,987,3993,4.9721,2241
InkandOliveDesign,815,52509,815,5052,4.9057,2553
JLynnPaperCo,0,52487,362,9185,4.9854,16520
SunnyBonny,0,52477,577,7481,4.8022,6819
GoldandGlamour,0,52473,368,2110,4.7653,6697
ARoseRambling,0,52472,1169,7474,4.8174,4118
MrOverlay,225,52471,225,5487,4.744,2022
ChickenCraftStudio,0,52453,461,777,4.9006,6031
PraiseandPray,129,52443,129,3009,4.9873,2629
EmilyCraftSupplies,0,52442,636,4367,4.862,7116
FamilyFotoFun,0,52435,69,13817,4.9226,10286
SewFreshQuilts,250,52421,336,6571,4.8772,3202
fairycakes,16,52401,426,31064,4.9781,12905
peaceloveandbabyshop,0,52372,69,6067,4.8021,9753
SuchGoodSupply,0,52364,227,3962,4.8984,6308
FeltBetter,0,52362,144,7858,4.9776,14986
CleverDelights,0,52358,1139,5689,4.9106,10985
KnockoutPrintShop,0,52354,617,6206,4.9506,11221
GaribaldiCo,2504,52351,2555,1548,4.9308,4209
DigitalCollageClub,591,52347,592,6129,4.9609,6649
WhiteCarnationDesign,0,52346,429,2465,4.9413,7392
YouPearl,0,52339,640,7157,4.807,6814
BagmakerSupply,0,52339,1182,7907,4.9822,10959
lacetime,0,52306,753,26493,4.8505,10232
MomasteClothing,0,52287,742,3658,4.8341,7037
MYGEMsupply,0,52287,3972,2941,4.4844,2035
midgetgems,0,52282,262,19772,4.7647,6984
litkedesignsco,114,52259,114,780,4.9217,2479
Perleshopfrance,0,52252,591,1880,4.902,8596
JoyKateDesigns,898,52245,898,6047,4.9163,3319
GiftEngraver,0,52239,0,2694,4.8183,6921
BusyBeaverBoutique,0,52230,1948,5573,4.9291,11249
WeDoAesthetic,254,52214,254,3917,4.8193,4522
loopinloop,0,52210,1244,6972,4.9349,10120
BeattitudesGifts,0,52205,1715,3281,4.9716,11393
Customat,0,52202,494,1453,4.8487,7298
FrederickEngraving,0,52161,277,6348,4.8535,9357
CoCoWagnerJewelry,0,52153,368,15882,4.8889,7723
CosmicTeesCo,0,52153,765,3573,4.9255,8402
CreatifBelle,867,52146,867,5747,4.987,7788
ZenYaChina,0,52137,549,5546,4.8788,6588
MockupCentral,917,52135,917,5739,4.9745,6774
laureldenise,9,52065,169,9108,4.9174,7358
Laceking,0,52064,2146,6922,4.9363,7680
imyourpresent,0,52057,251,50286,4.9457,21272
Greenperidot,0,52044,410,11664,4.88,7832
ShleeePolish,0,52025,26,3845,4.951,6022
RockYourNose,0,52021,99,17641,4.9325,11240
FarmhouseMaven,0,52019,484,6860,4.9752,8840
BlazySusan,0,52014,46,18487,4.9217,11218
MJsOffTheHookDesigns,237,51995,237,8177,4.9315,2761
PrettyEngraving,0,51994,174,1623,4.8533,10058
XinanDesigns,0,51991,2274,2228,4.9345,7259
CristineLukas,1,51974,734,7968,4.7953,6904
SmallTreasuresDE,0,51971,940,2969,4.9359,7088
Mstudiocreationsshop,205,51948,205,1246,4.8636,2411
helloyoucandles,0,51948,356,7994,4.9361,6768
208Tees,0,51944,585,5988,4.8323,9339
DigitalGems,2017,51920,2017,5657,4.9341,3494
ThePathLessTraveled,3,51914,131,8112,4.9061,9467
LULUDIVINEBoutique,0,51906,1101,1792,4.9174,4226
LovingWingsDesigns,0,51894,31,1803,4.9557,8819
PetitePaperie,0,51883,1866,13305,4.9362,14521
CrystalMaggie,0,51880,533,22726,4.9058,8821
LaceyOlsonDesign,17,51864,522,4952,4.9872,13134
SchmatzepufferKids,0,51843,103,2013,4.9374,5226
YourMainEventPrints,456,51825,663,3659,4.9294,5075
PassionWearShop,0,51817,322,2436,4.865,8262
justinjewelryco,0,51800,1789,5672,4.7812,11784
WildandFreePeople,0,51794,3206,43318,4.8984,13072
Thebizzybox,1,51782,459,1870,4.7101,4258
JennyLynnWestSVG,819,51776,819,3471,4.9272,3305
Eddiefamily0407,0,51773,28,1087,4.9149,7279
MorganaMagickSpell,519,51766,519,9691,4.9384,8538
JeylaFashions,0,51760,1933,6120,4.8236,8524
BootsTees,52,51751,783,6657,4.954,6228
MonkeyshineBeads,0,51750,1670,2246,4.9833,10772
CenturyParkDesigns,0,51748,1424,2700,4.9607,3791
DIYbathandbodyshop,20,51743,20,6608,4.944,3099
MemoryBoxGB,0,51742,155,773,4.8392,5231
MixedDecal,1,51736,1108,16838,4.6651,6081
ChicStreetStickers,0,51727,434,7491,5.0,13388
CellosAndMore,0,51722,144,4539,4.9537,14105
MakingItMcCubbin,0,51711,52,1604,4.9148,5137
BoxGardenSeedsLLC,0,51706,586,5246,4.9414,6216
ThatPartyChick,97,51706,1045,6896,4.9607,7226
LittlebeaneBoutique,174,51701,1013,13749,4.9594,12568
YourSeasons,928,51700,928,2545,4.9342,3234
SamiCharm,0,51693,2715,3353,4.9494,7284
LittleLaserLab,0,51691,1327,5779,4.9476,7397
PatchesOhoul,0,51690,595,2232,4.9331,9569
VladaXstitch,908,51677,908,10680,4.9487,4062
scandiattic,0,51644,345,7077,4.9387,9228
classicdesigns,0,51643,168,15657,4.6936,9503
DeBrosseNYC,108,51578,108,16424,4.9311,4447
ForCardsSake,0,51576,594,1225,4.9389,5871
EngravedHappyism,0,51537,309,4373,4.9098,8696
UrartDesign,0,51531,193,5031,4.8304,7645
MyHandmadeSpace,0,51526,229,5821,4.9817,9003
DandelionWishesDesig,0,51518,944,4475,4.9443,8964
BeadsForMyString,0,51494,4293,1665,4.9798,7656
Jaylagems,0,51493,1528,10450,4.8281,6282
TheWoodenWillow,0,51490,64,7898,4.9018,9244
FirePhoenixBeads,0,51473,1142,3551,4.9337,10178
CrunchyBetty,1,51471,15,13522,4.9613,6325
GauravExports,0,51458,2123,9588,4.8994,8278
LittleEnglandGifts,0,51448,345,2904,4.8952,4814
PoppyBows,0,51444,603,7617,4.9877,9491
DGRequiem,241,51427,241,10506,4.945,8915
inkyandindigo,0,51422,438,3317,4.961,8631
ModernalityHomeDecor,0,51418,338,27283,4.8971,7523
CVEngraving,0,51406,1000,1091,4.9276,5717
PuggyPrints,1037,51390,1037,4329,4.956,7696
flamigosclaytools,0,51384,653,3089,4.9715,4624
AnneIllustration,228,51383,228,3249,4.9242,3255
delightfuldesigner,0,51381,1857,9703,4.9784,20483
GirliesGalore,0,51380,731,5550,4.9213,9121
TheLongestThread,0,51372,124,21163,4.9085,7979
CreativeKittyStore,1999,51367,1891,1333,4.9705,2214
CheekyKumquat,0,51358,137,14442,4.9974,11827
ShamelessStickers,2,51353,164,5130,4.9957,14050
oneoftheflock,46,51333,631,8534,4.9665,14424
DesignStickerStore,87,51307,87,6318,4.8973,7295
LayerIt,0,51302,349,3652,4.8794,7813
GinasUniqueBoutique,0,51276,1547,5394,4.9838,13568
PrettyCutePlanner,0,51242,197,8800,4.9375,12351
ShiShiSupplies,0,51231,3739,8997,4.9659,7330
BlueCottonDesigns,2,51201,442,3420,4.9309,8397
CottonFlowerClothing,0,51192,223,12694,4.841,9476
FlytrapLife,4,51192,53,17225,4.911,9332
UncommonBeads,0,51188,0,10119,4.9829,26432
BluePacificFabrics,0,51181,679,7659,4.966,12748
SBNCraftSupplies,0,51167,643,6127,4.9396,7589
SolanaKaiBeads,0,51161,2103,3562,4.9858,11330
babyfables,0,51135,214,9634,4.803,9076
ShelleyCooperJewelry,2,51132,1071,28106,4.8701,12350
CloverandLilly,90,51128,90,10822,5.0,8962
JennLorynDesigns,0,51125,16,5585,4.8936,6795
QberryCreations,0,51102,396,6489,4.8607,7656
beadsnsupplies,0,51094,349,5118,4.9636,26716
ArtisticCraftSupply,0,51075,749,5267,4.932,7845
mysticmetalsorganics,0,51073,445,19011,4.9019,11512
MainStreetIronOns,43,51069,1377,4690,4.9122,5490
MalkaMacrame,0,51062,3204,7288,4.8251,5822
SpottedDogCompany,0,51057,765,1331,4.9305,7632
YourluckycharmsUSA,0,51053,290,1955,4.8693,10194
SunbasilgardenSoap,0,51049,316,23372,4.9094,20094
menique,0,51047,333,4167,4.9233,5471
ByChelseaNicole,0,51044,568,1314,4.5282,2000
GreenDarnerDesigns,0,51036,810,3919,4.9683,11397
PinDreams,0,51026,431,8425,4.776,9010
AbizaJewelry,0,51024,606,30287,4.8815,7194
4aSong,80,51021,80,6033,4.875,5937
Plannahannah,0,51017,1451,1325,4.9955,6015
PrintableStudio505,718,51003,723,2555,4.9235,3843
JMlabonneimpression,0,50984,1096,3742,4.9294,8519
preciouspatterns,278,50978,278,15859,4.9599,10629
MareneFindings,0,50976,0,5274,4.9845,12949
cleverseagull,0,50971,306,2474,4.8986,6018
TitaniumFashion,0,50937,4022,8234,4.7687,6586
qtpaperie,289,50915,1471,2948,4.8998,6622
PrecisionMemory,0,50913,940,1338,4.7573,8322
CSJCreations,0,50909,313,8461,4.9533,11486
ModernBeautiful,4,50900,1205,7227,4.9299,7508
FabricFlyShop,1,50897,232,9710,4.9568,19740
FabulouslyFeminist,0,50888,721,24088,4.963,10343
LateNightLuna,0,50879,53,1848,4.9243,6415
ChristianHatsandMore,0,50858,887,3639,4.7779,8719
WeatheredRaindrop,4,50857,218,4501,4.9316,7431
GraceandLucille,0,50856,367,14650,4.9379,11509
ShadowAndSun,0,50838,26,7034,4.8903,6590
CaliFindings,0,50837,1070,8089,4.9313,7803
MagnoliaSupply,0,50837,384,12468,4.9547,9144
lacelindsay,0,50814,1927,19927,4.8797,8305
DiamondDrillsUSA,0,50808,1071,3352,4.918,5767
GloriousGlassBeads,0,50791,2628,4428,4.9807,10201
SaressaDesigns,0,50788,344,39933,4.9117,10291
poppymoondesign,770,50786,770,7117,4.9463,4287
LittleAtoms,0,50782,431,14848,4.9408,9981
CreativeArtPL,706,50776,706,1461,4.9485,2067
FairyDustDecals,0,50749,336,8015,4.9546,9166
TipsyGoatSoapCompany,0,50739,135,7220,4.8776,12744
Plannerscollective,17,50731,17,3662,4.9071,2678
CreeksideQuiltsShop,0,50726,2579,2237,4.975,10805
Sazzamaroos,0,50718,457,951,4.8811,4660
RockinResin,0,50700,0,14110,4.8733,12882
honeyverse,2,50692,120,6412,4.9589,6474
TiffaniLinkDesigns,66,50692,309,4396,4.9167,6068
FINCHandHARE,0,50687,300,14825,4.9793,9047
GreatFindsCrafts,0,50670,477,3007,4.6882,6690
PurpleTrail,0,50659,2017,10024,4.9373,7970
PaperPassionDesigns,1980,50651,1980,1320,4.8748,2336
MillieandOlivefabric,26,50648,411,4469,4.8883,4828
DesignsbyLindaNeeToo,0,50633,3738,4386,4.9131,8063
SilverMoonMontana,0,50623,1555,3494,4.9862,11421
2CraftyChicks2,0,50622,626,1123,4.9126,7016
Bead21,0,50614,128,4418,4.9115,8333
kabooco,0,50602,1179,5134,4.979,12201
RootedEarth,0,50576,127,11981,4.8883,10690
BellaFabrics,0,50520,549,8346,4.9882,14119
FiniRibbon,0,50512,642,8569,4.9816,19646
Headlids,0,50503,255,5451,4.9114,7117
LovelyboxbyTina,0,50496,994,5832,4.9349,7566
DefinitelyYou,0,50493,1746,5485,4.9237,8110
gadgetentertainment,0,50488,488,13055,4.7436,9044
TotalStones,0,50480,270,8181,4.8174,10274
personaliseddiamante,0,50476,0,1735,4.8564,3414
TheBeardedBee,0,50473,72,48617,4.77,7708
MyPlantObsession,0,50471,196,8563,4.9234,9211
TheDangleDiva,0,50466,622,8354,4.9231,10137
Etherealle,0,50427,0,18694,4.8473,13017
TheUrbanFlair,7,50407,923,10358,4.9201,13731
magnoliapapersandco,742,50369,890,3851,4.9207,2618
DaRosa,0,50365,234,17436,4.9497,9325
ScotlinScents,0,50358,58,3647,4.8444,9554
WhenitRainsPaper,0,50356,685,16911,4.9323,7464
LittleMountainTop,0,50332,92,4106,4.9329,7545
blackbirdsupply,0,50296,161,46906,4.9829,14065
ArtGalleryZen,0,50296,2430,6215,4.7419,6010
HappyBirdSupplies,0,50292,178,8362,4.9375,11676
LittleJaneLaneDesign,0,50283,589,6144,4.9307,8101
BeadingInTheRainLLC,0,50274,1417,2606,4.9836,7698
StudioHelloYello,471,50265,471,578,4.9532,2692
AllTiedUpUK,3,50259,297,627,4.9149,4173
BespokeGemsCoUk,0,50251,123,2300,4.848,3292
SofiasCottage,0,50228,627,4105,4.8843,11517
HopesLeatherGoods,0,50204,468,2856,4.9673,5767
AhLaMolds,0,50204,590,7993,4.8216,11075
ReflectionOfMemories,0,50179,725,5291,4.8711,6614
2x2StitchArt,594,50158,594,8949,4.9723,4770
AProverbs31Wife,840,50156,840,4402,4.9539,3747
TheSupplyFactor,0,50145,1689,12264,4.9759,19239
LittleStuff4u,0,50117,550,8722,4.9492,13026
PDFKnittingCrochet,2031,50086,2031,2388,4.806,1894
CharleyCharlesShop,0,50080,321,12684,4.9904,9556
YoungForYou1874,0,50080,1001,2027,4.8144,5382
coutureflower,0,50072,263,10013,4.9378,11507
EucalyptusBlooms,0,50068,24,10450,4.5099,7661
BlueFoxGifts,0,50059,801,4824,4.9446,9663
katiedidesigns,276,50052,672,9298,4.9767,7759
Hoiaucraft,1,50043,61,9961,4.9168,6681
SherwoodsSeeds,0,50043,448,4086,4.7412,4020
SummerBeadCrafts,0,50040,1133,5351,4.9843,5544
Queenchal,0,50026,624,3970,4.8691,7665
ShopJessicaHearts,0,50023,49,10831,5.0,17162
AshkalJewelry,0,50016,83,25047,4.9546,11056
LAPrintables,2560,50003,2560,3636,4.9326,5824
GemstoneStoreUKLtd,0,50000,506,4833,4.8769,9437
SteexProShop,0,49999,128,4034,4.8051,10614
BarkoProjects,0,49971,17,1191,4.878,4978
PiercingRoomByJay,0,49966,562,18395,4.8632,7924
PoppyKittenDesigns,0,49918,433,9427,4.8764,6102
Ilovetobuildhoops,0,49914,1690,4086,4.6153,7130
byKateElford,0,49901,586,6294,4.982,12449
JooJoobs,0,49899,109,27492,4.6711,6903
TheMonogrammedPrep,0,49886,73,7006,4.9478,9685
PixieDustedStitches,0,49872,342,6443,4.9424,10839
DandDDigitalDelights,1801,49860,1801,8533,4.9667,10619
BaBamWreaths,0,49848,355,6733,4.9922,9168
shapesbyX,0,49844,960,4345,4.9548,6612
FreshskinBeautyLTD,0,49842,755,2240,4.8935,6110
ObviousState,0,49828,188,43909,4.9659,7473
JewelrySavingLives,0,49824,498,15538,4.8412,10836
MORILAND,768,49822,791,6761,4.9963,2799
MaskStudioAU,0,49819,10,531,4.8848,4634
CrystalHeavenLondon,0,49809,53,6491,4.8387,6384
ConfettiChelle,0,49794,221,3659,4.9122,9907
WishUponAFlowerShop,20,49777,158,3378,4.8965,6979
ErzulieCosmetics,1,49743,544,11325,4.8889,18444
CharmCraftStore,0,49740,1799,5756,4.7377,3992
LoveLuluBell,0,49737,850,2715,4.9261,6428
SvitlanaVronskaART,1805,49736,1806,3838,4.8872,1689
verycraft,0,49726,4550,4347,4.7089,4935
Etchandcutt,0,49709,597,800,4.9324,6556
svgsbylisa,884,49685,884,2087,4.921,2718
HappyPartySupply,0,49654,0,1719,4.557,4144
chloegigis,0,49646,26,1093,4.7538,6045
LovePrayTeach,903,49613,903,1932,4.9149,1658
OuchPouchShoppe,0,49613,423,14978,4.9855,14238
DreamteesUS,0,49604,924,1488,4.3411,5695
DazzlingDaisiesCo,0,49603,479,3932,4.9258,10101
CustomCreationsByCP,0,49597,0,6222,4.907,11010
StickyBunnyCo,0,49590,1304,13250,4.7487,9504
LuciaRoseScents,0,49586,9,1510,4.9025,6640
CindysCozyCorner,0,49580,816,7338,4.9581,12727
GinaMarieOriginals,0,49543,2518,5885,4.9258,11140
LittlePeonyCo,0,49542,738,7910,4.9726,11514
CosmicFirefly,0,49531,1360,32409,4.9422,8376
Zensability,0,49529,261,9332,4.916,16837
panternursery,0,49522,0,4897,4.8312,7686
Nanashandmadebaby,3017,49494,3017,5528,4.9031,4548
Aquamarise,0,49492,603,18949,4.9276,13795
PurevineProducts,0,49487,13,4695,4.8861,7601
DisynePlus,70,49487,70,1800,4.6949,2735
BabyMaesShop,2,49475,448,10005,4.8911,9249
TheBakeryStudioCo,0,49474,674,3692,4.8156,3350
TweedsideDesignCo,0,49452,285,1271,4.4381,4225
Khipucreation,0,49440,201,4600,4.9332,9482
MadForMinders,0,49433,2411,4650,4.9784,13643
monogrammarketplace,0,49432,451,19603,4.9087,9742
MoxieDori,2,49412,104,13858,4.9179,8260
simplypstationery,1374,49404,1489,3998,4.8996,4014
wishlistplant,0,49404,213,7526,4.4583,14123
TheWoodenOwl,0,49402,474,16603,4.9209,10274
beadsmall,0,49383,294,3330,4.7697,8079
Misutikku,0,49374,428,10463,4.7105,5544
KSmartSign,0,49373,105,644,4.928,5429
theCopperPoppy,0,49371,274,9930,4.9459,9810
HappyMamaSVG,213,49363,213,1657,4.8687,2404
CocoPressDesigns,45,49346,0,2655,4.9527,6276
LauraBethCreations,0,49300,260,9235,4.9546,8874
WestCoastClearance,0,49295,11,757,4.7188,3668
Iviebaby,0,49290,3177,51368,4.9703,9344
AllAboutImpressions,0,49280,969,4229,4.9472,8714
TheWellKeptRabbit,1,49270,0,6336,4.9746,7881
SHOPMILKNTOAST,0,49265,28,963,4.2857,4799
BookFoldingForever,319,49257,320,4727,4.8483,3861
SeeJor,0,49253,1292,8805,4.8734,4539
twoinspireyou,0,49251,259,34672,4.9007,9810
PERLESMANIA,0,49251,4106,3321,4.8546,5647
Dreamchinese,0,49242,1840,5804,4.872,5254
MCcraftandco,537,49237,537,1823,4.9338,2487
BestStyles,0,49218,383,599,4.5724,3147
TwistedMastery,0,49217,73,3599,4.913,6808
SimpsonDesignsStudio,0,49216,637,2185,4.9492,10867
EdenKingdomEssential,0,49216,43,3378,4.7492,1627
HappyHelloCo,0,49201,88,11963,4.9876,16923
EpicallyEpicSoap,0,49198,34,10676,4.9754,20110
PlumBowtique,0,49196,2421,3523,4.9435,6746
StarlightshineUS,0,49175,282,7971,4.9558,8018
LeftoverBagels,0,49167,297,3829,4.8927,10094
TheWiredPlanner,0,49157,3768,2074,4.9676,7626
MavenMetalsInc,0,49153,83,13195,4.9908,9747
RusticNorthNH,0,49152,492,4996,4.9689,14818
boygirlparty,0,49145,328,46232,4.9974,16790
Vuzara,0,49131,266,13152,4.8328,6481
RiversideBridal77,0,49122,176,3516,4.932,7786
RelaxAwayEssentials,0,49122,102,4073,4.9535,8759
CutePartyDash,1483,49120,1755,3781,4.8984,4321
KellysHobbyCloset,104,49119,104,1067,4.831,2446
PookieBearCuties,0,49110,0,9267,4.9821,15871
KDPRINT,0,49091,1716,1650,4.9125,3702
FantasyCliparts,1239,49087,1239,3523,4.9444,3126
FashionBoheme,0,49071,370,1953,4.914,8595
ByAmberAndRose,0,49071,340,5001,4.9091,7073
3DCookieCutterShop,7,49071,389,8604,4.9141,4620
ThePersonaliseStudio,18,49068,238,874,4.3053,4522
Her2ndChance,0,49053,360,3406,4.9197,8407
LoveLeeSoaps,0,49014,249,26586,4.8867,17270
PrintItBabyStudio,1319,49000,1319,4016,4.993,1578
PrintSmitten,9,48996,578,22431,4.9626,9963
TwiggySmallsCrafts,1654,48984,1654,2707,4.9705,2609
EsmiesCloset,0,48981,392,2514,4.7519,5038
NorthshireWallDecor,39,48973,402,11613,4.8546,4913
theroyalprincess,0,48948,1484,9332,4.9137,9752
DSGiftStudio,0,48945,150,3152,4.8524,8094
HelloCoolCat,0,48942,225,8732,4.9683,19507
LittlePandaDigitals,736,48928,736,3797,4.952,3799
Excellentgem,0,48880,0,14701,4.8996,13057
HAMAcharms,0,48871,61,4081,4.9723,9189
Roxues,0,48855,2610,2763,4.804,8033
SparklePrintable,3145,48823,3147,1360,4.9344,2344
queenSVGbee,840,48815,840,3444,4.9284,2970
GlobalPrintedGifts,0,48813,131,906,4.9048,3047
WaxOnFire,0,48784,264,3122,4.9438,7907
PrettyDarnAdorable,192,48765,192,9153,4.9258,8084
TheMouseBoutique,0,48745,548,8001,4.9125,6202
Principles,0,48743,428,6157,4.7661,4251
SouthernMarketDesign,1732,48721,1732,4128,4.9983,5614
nicholasandfelice,0,48706,433,30091,4.8982,14409
LittleOwlsHut,358,48690,361,11423,4.8879,3811
ThatKindaGirl,0,48689,637,5362,4.9635,7924
KudzuMonster,670,48686,684,6965,4.935,3903
eDITIONgUTEgEISTER,0,48685,436,3038,4.9844,3397
ByEnchantedWaters,0,48675,83,3922,4.7272,6682
CreateAndShip,0,48669,386,2914,4.9146,7530
SVGmamaDesignCo,321,48646,321,2334,4.9518,2778
thepottymouthpress,0,48627,490,3716,4.9919,9121
joyfulkidsdecor,36,48625,1839,1227,4.8814,5327
SinCityCharmz,0,48624,205,1323,4.9587,5105
Craftsprite,0,48622,1700,3063,4.8493,8073
SouthernGlitterMolds,0,48622,424,4840,4.9592,9284
CustomBridalHanger,0,48611,25,1316,4.9064,10250
TVandFilmScripts,0,48605,262,9192,4.8804,6510
BridalSouthernDesign,0,48605,10,1680,4.9691,7283
CandleLynnSupplies,0,48598,1587,7131,4.914,15893
DoTakeItPersonally,0,48590,164,6791,4.9594,6782
EverSoPersonal,0,48582,166,536,4.8661,4978
1jewelryjunky,0,48564,2010,3736,4.9094,10984
DirtyBirdiesVintage,0,48499,2201,33844,4.9044,13513
SayaBellStamps,0,48496,187,13592,4.9566,12160
BedlamSupplyCo,0,48481,312,17858,4.9832,16407
DivinityFibers,0,48464,719,13015,4.8639,9101
efplanner,0,48459,2374,2154,4.9327,5297
ForLittleLion,62,48449,62,3708,4.8312,2460
KGarnerDesigns,0,48448,455,14458,4.9623,8060
TiffanyAvenueBridal,0,48422,185,12959,4.9073,7415
TwilightEmbroidery,76,48415,76,3154,4.8979,3357
PetitePinkBoutique,0,48392,599,14195,4.8967,11488
BadauDesignStudio,2541,48376,2541,3489,4.9527,2296
diamentdesigns,0,48370,1664,28321,4.8165,12474
makertable,20,48356,583,6901,4.9323,9632
bydigitalpaper,757,48355,757,8369,4.9682,6812
PlanoArtist,0,48343,7,869,4.8653,5224
HeraPrintables,610,48331,610,952,4.7988,1914
CasuallyCreativeInc,0,48330,450,2182,4.9451,2906
TheLoversConjure,49,48327,0,4814,4.8734,9409
StampinOffThePath,0,48304,339,8516,4.7113,7328
ItsyBitsyHaven,0,48301,926,4925,4.9503,6563
SVGstop,577,48301,577,6197,4.8134,4226
PieceByNumberQuilts,108,48288,108,5352,4.9167,3578
LittleOrganicCompany,1,48281,102,1475,4.9427,3331
iralamijashop,521,48267,617,7424,4.9648,8111
Snaptotes,0,48260,21,1440,4.8375,5315
MacaronsandMimosas,248,48259,749,21012,4.945,5586
MyFabricAddiction1,4,48253,455,4554,4.9412,10555
WestTXDesigns,0,48234,1047,5239,4.9437,11166
CarolCraftsStudio,0,48228,3,883,4.8338,7334
PsychicDerrek,41,48219,41,2368,4.7355,5018
SaveTheDateDesignsCo,0,48216,254,5503,4.926,7250
PatyzStore,0,48189,138,937,4.6866,2616
HangerFrames,0,48181,423,4078,4.9206,6380
BeadsGalaxy,0,48168,1685,3185,4.9356,5587
SeleART,896,48163,0,845,4.9559,2410
OodlemaDoodles,0,48159,1438,5969,4.9525,14534
TreeHouseOffice,755,48128,756,2705,4.9484,2464
shaozs,0,48126,1354,2971,4.9672,5478
GlamtasticInvites,1282,48124,1294,4217,4.9267,3898
OliviaVdesigns,0,48117,543,5721,4.8823,12100
juliecollings,0,48116,127,14036,4.9738,20257
WoodstockRustic,0,48102,177,9194,4.9849,9013
TurquoiseMoonStudios,0,48097,54,13920,4.9139,12204
EcoStreet,0,48088,195,14937,4.9595,7914
CatAndBru,3904,48049,3905,965,4.9095,3040
MagicBrands,0,48047,196,6257,4.8814,10613
art2theextreme,8,48044,189,12192,4.9142,7023
SVGSunshineDesign,2334,48037,2334,1810,4.9708,2204
ColorandShapeDesign,99,48029,101,6911,4.8835,2676
