Predicted Sales,Actual Sales
58046.45726,55639
42143.48006,74777
54681.9799,75935
193946.8061,101218
33232.38817,28632
37761.38451,40922
41072.55719,25492
28935.75741,42458
91217.05121,67182
43602.04689,25061
41678.51784,48301
39905.02146,36435
29102.70605,28508
95207.91837,123278
58052.35964,50016
59192.24422,64161
45254.91121,49196
33769.19263,60761
68164.02041,122790
48248.53032,28808
29872.4869,24172
35525.2067,25182
57166.49992,132834
56313.24761,51766
81856.10037,124513
32959.48672,27707
28191.81513,35723
37513.11213,32403
65015.38806,36328
74881.9088,75822
43394.03084,56270
46077.70767,61959
30814.36412,30427
41286.14787,39487
37239.45407,31239
35641.22553,27033
74337.86691,53098
36365.66649,26964
39249.41005,29794
34436.908,27945
186376.3193,181879
41016.93431,35591
35559.54201,25295
39265.12967,35061
26750.44008,30022
48247.55395,38450
41697.2847,29021
35065.96883,78939
55071.55832,76669
30529.59937,32198
38819.99167,39824
32981.79066,28336
36197.43179,27631
75752.00598,96529
33643.79246,25039
34618.35489,27287
34496.29428,31621
44706.10393,37474
49353.96694,54168
49116.97602,65725
27897.03944,28122
33935.61082,27628
42528.33814,49726
35639.3042,27733
31942.07112,23950
59357.69773,77090
71210.24189,80437
52147.41078,41463
36394.67812,49373
32279.7283,29623
50548.5234,42859
35219.62587,30597
37917.12756,39541
66908.373,62499
72084.26857,95792
44314.7257,71313
85055.06206,116303
52446.20998,46664
51455.50898,57579
35491.5334,30335
27081.22348,25395
34599.54727,25571
28075.62881,27507
23346.9897,22787
27662.75755,31149
30967.76807,24020
36230.14905,34153
45644.53276,23875
40261.36993,37640
33102.44713,29495
28649.7249,23781
99503.76631,150149
74946.88944,71841
104455.119,76760
48710.42974,45034
44454.30917,28810
44578.14414,32660
22025.62631,24154
87954.70164,140272
37264.21735,23533
51617.43142,23206
102652.5386,82213
32658.43007,24835
34659.88895,41756
37300.77846,23911
63671.34303,70409
80794.48421,68771
54942.99767,41439
30972.66822,36046
24566.52732,23062
28029.88284,27841
24345.00695,29421
30309.75614,33396
43921.72103,23247
89248.60472,151008
28875.54044,23539
26763.66008,40622
34818.47541,53596
31812.25384,29650
25516.5474,33769
28328.08231,23542
62507.98229,84694
31759.78389,24081
39783.90181,38823
43843.72744,65931
30143.04667,23418
32179.49809,29501
47993.08113,44092
65296.30509,66010
66484.0005,48376
34670.67223,22905
49812.29622,33748
60347.58321,45051
53199.81064,33332
53830.37776,88668
49651.51065,38182
27516.67688,27368
38136.06406,55774
62474.30863,47148
30151.15516,26074
39699.1643,41272
39099.26777,33148
29013.29797,24472
42912.60758,39680
52884.36295,48356
55805.12673,47274
31199.6034,35828
29889.03694,41394
31471.29739,33996
106590.1243,113789
39415.15951,26718
42220.66529,24535
62710.33796,53808
33089.67113,49091
42679.3126,24131
37294.42111,41551
41331.08749,26306
55411.03648,42124
50555.33175,58371
36787.69775,45421
41298.44944,29768
50381.00892,74049
55866.3424,24509
39353.42693,23778
42359.31315,27515
44810.29455,44962
28648.73363,22770
31746.65363,23766
39705.0559,32919
47010.52897,36218
47108.47964,26959
36647.26317,39580
48455.51011,75234
63628.9078,91310
29818.46099,31071
112823.08,51094
23433.99868,23181
36443.26654,46396
23042.49874,28121
41834.52353,30103
38838.32757,30488
49793.06873,29369
62575.32116,49901
270298.7754,213829
88936.91263,155694
29242.16142,28151
38428.12837,34258
52299.41576,70441
55892.63234,68701
32368.13671,28134
35870.28272,29363
45337.34278,24298
72605.09711,73595
149412.3255,123509
152281.9046,233688
46365.91659,42799
38704.73796,31338
38119.00631,26873
38549.25608,39598
36747.2713,34983
35445.26222,23832
29558.99548,27574
38063.61867,30424
33231.46418,27242
25928.88989,29995
31246.21336,31077
47211.36214,43657
42060.61402,31642
32933.69889,35656
69346.93991,79309
63833.06855,71585
33793.78473,26311
53068.14226,69228
30990.68418,33142
38569.08281,23746
37016.47734,43223
26652.35945,35284
70532.57783,43805
40367.65972,37925
40778.95608,26357
51954.33824,64752
49625.42459,36419
87072.82583,127987
96598.83013,205506
64131.64735,94230
36452.08236,35292
33421.48413,26705
53913.37092,34209
28636.35222,37963
46821.25743,61477
69494.98619,94369
56085.06075,55166
86966.6802,91657
41474.94242,23646
38558.79938,63879
43288.77261,95849
54165.49404,61163
45991.90606,66778
44444.91791,48422
48241.33778,34976
30729.31676,43497
73186.05849,77369
107058.4347,173501
49699.92824,77861
39799.56831,26554
46506.85541,48689
26910.00781,23701
46935.65996,33208
59055.4095,27494
35372.62415,29833
28762.86361,29478
33805.53161,23948
50618.62544,55607
52602.06667,52805
21071.75632,22798
25709.09089,26229
36383.47924,22899
25080.70058,22881
49329.18524,36621
33900.48439,29239
25280.90843,24750
42091.46354,54223
37434.30193,31781
42282.90286,53854
36848.08514,24369
35573.85623,31704
50428.55722,42975
49866.79643,79603
56202.93453,30715
29242.28401,59451
43798.61499,30990
75506.14942,113376
37025.11934,36691
35488.79137,24553
64595.10345,101345
32389.22432,23819
81176.55331,87543
27324.18247,42837
46117.03033,41920
28765.91981,36436
39601.53362,32053
44752.18436,42036
153289.3027,152719
28111.37973,24288
35510.25869,23441
59445.34647,25081
39074.19528,43913
52275.46551,55487
37918.52402,26856
24595.30154,23502
33032.71816,24541
39157.15059,47960
36891.28576,30968
48692.50898,32750
39886.87995,31806
59078.56863,87867
37258.50536,24122
84406.04693,91369
30499.34849,23578
59671.05634,41602
28978.93987,23390
36392.73309,48973
132628.4437,118647
44708.36849,43387
50460.51518,26348
154704.6387,128105
38175.7875,45157
45499.38696,51302
53089.86695,67675
29000.53551,48281
81974.31445,78895
27900.4258,31570
28982.43011,32363
55141.43899,39541
34041.34323,28336
27322.318,49119
36661.3715,28441
29124.61262,41416
41406.60425,28284
63084.01612,145373
19916.86769,24514
30118.13088,27428
54281.67781,59485
37695.96287,32554
36067.97036,24540
37756.6513,82446
59339.91984,88817
30712.34936,35793
52973.80518,39892
37875.43764,22730
28073.89429,32600
62167.51705,63324
43244.79921,35514
41272.43947,35582
56673.2085,73385
66133.79426,67934
33880.15163,41345
54206.89093,109468
46680.1727,35151
37157.90607,36303
25123.97114,37400
30134.2753,24898
68240.54267,137960
30707.87648,34763
169759.6053,109646
42326.56911,43085
85665.16958,91492
50764.99771,50488
37329.37513,26672
67972.76106,49404
35037.75955,36863
50341.795,42844
52282.38522,69031
47134.31161,33490
35874.31417,28941
56041.48496,29173
28662.05992,26445
72865.32853,106431
52148.55052,79216
41537.16844,24124
32808.68633,26660
41275.89658,49131
32761.47335,31613
57912.37078,29787
51017.91258,31026
30649.6717,30460
41011.54192,49685
38300.94322,41530
39544.88337,27470
36505.76027,34706
29811.48276,23741
32456.94998,27638
33396.77643,27353
60954.45172,79718
31775.44558,32498
38795.26962,31301
40400.63179,57125
45774.18536,35215
39095.94948,30224
59521.86881,81344
37653.10281,34805
34787.18872,25525
39072.25354,26892
58778.01881,57422
45404.77839,32891
163282.3384,100365
36900.57314,35969
59589.83644,140147
34965.16814,24737
35052.62178,27589
38218.15585,28737
46815.21791,40156
30419.76005,30351
33328.75812,58708
28265.32939,23404
107986.0433,57840
25589.67842,28574
32154.8543,32795
24551.37968,23321
25950.88242,23467
33704.97682,29175
63482.7239,47942
33743.83253,29619
34210.76315,33696
29255.62888,32840
41587.18204,44802
41616.84564,32108
42089.75551,45848
74280.53775,61756
57498.75802,38093
45457.24499,33960
240223.2948,157683
34208.9868,24361
37518.09656,31492
41512.8643,30429
50910.87142,55700
67927.28544,82287
38011.76634,58443
40215.09326,31127
27141.25935,26749
44869.97664,50068
29193.73678,33853
27938.55749,24527
36255.32503,29574
36862.50615,28015
43626.44783,27744
37982.79525,23427
30301.53121,28960
68095.28126,50407
59738.53302,26000
45019.32055,23259
61206.24909,117595
37425.96258,37344
38942.82766,24042
61153.81681,76089
86182.363,162197
36503.02442,31337
56083.48446,52759
32131.98764,25342
44569.00822,40175
48737.05075,33119
46700.89194,43620
39132.76336,24964
54752.62739,65913
39085.25793,37964
55353.4858,40084
80484.04801,71118
35899.9526,48260
45475.28015,29301
33751.11945,26912
38724.21484,23032
57923.30786,90567
77925.31075,95813
34221.32032,27138
39288.97871,47253
88863.09783,106288
34828.39405,24372
38058.79315,37116
57721.38783,58285
55469.97124,52210
26359.92639,23516
81233.99222,104432
39789.36024,33688
29502.96582,25969
36241.03093,28262
35601.68564,23069
50163.58406,91284
40982.30726,30647
44578.19325,31999
28258.817,34869
26861.66876,26051
79578.48728,74996
28529.20091,23750
33515.35483,35974
51256.97801,158454
46656.36985,22783
41611.93473,31312
63636.75124,61221
51420.11086,28565
48667.87824,47129
78107.20021,111167
26164.53896,29016
39718.89621,55493
53721.10363,58208
65883.9367,28057
27706.75562,29548
60684.21943,82803
33310.30784,53672
46545.95873,96783
61138.59111,24536
29493.20283,24909
52696.26608,38310
32497.97931,25178
45491.66894,42362
86000.72222,60107
83435.47778,92260
31212.24463,24670
41849.87961,45714
31267.09196,45668
76282.22999,144297
38156.00008,31454
51683.59204,41101
34509.07686,41435
34872.85786,32198
31058.44853,29402
48876.72102,36828
34254.97528,31535
31946.01939,30054
38102.98169,31262
58018.69315,71329
54239.47791,46570
36706.66671,35307
31871.01899,28446
61835.96915,61473
34844.58724,25278
31267.94458,24103
33322.73934,36890
54179.73875,60251
32065.39839,43923
37566.34957,24112
52011.84011,24867
53086.72769,76532
32717.95356,26105
36835.96159,37289
47833.76095,29517
60491.12682,102538
69785.73909,38582
66375.06785,47270
32003.59466,29646
37901.14484,25537
39341.57596,29296
30387.26258,30853
37249.32135,36290
36014.06706,65774
43016.87783,24672
35893.51717,33793
40839.91364,47046
36134.27893,25516
31629.34723,24768
44156.30871,24195
45096.83486,49122
45143.43034,26972
36921.50719,39793
41775.24398,30315
23779.47177,31810
41958.09129,28703
40197.37412,33672
43934.92771,31145
29068.9356,30543
86416.09926,60826
47156.78925,53082
31065.68847,23407
46841.61819,27222
34113.25819,26672
49707.10027,37052
97861.66094,132819
26200.08715,24299
27215.24298,35987
34721.31257,29108
50581.55805,29939
66154.28402,99544
50541.03661,49848
32992.74581,33028
35829.17929,37363
53881.54086,31635
78021.70672,49201
44575.91388,30372
36768.42849,27527
45085.65954,47086
36421.12529,26451
31919.07336,23157
34979.3498,23166
37211.38173,32728
32416.53401,28047
45154.96771,31762
33371.01654,31487
44713.26863,34469
35901.37055,40427
28085.59887,24966
25762.77115,22903
34834.16165,23899
77722.58603,156171
38091.89726,38624
40911.28924,25906
43283.82233,55328
37563.45379,25885
131491.3418,85425
26479.83911,29443
27599.63991,23805
48755.71869,86667
124357.3753,118753
35862.34689,35784
33648.35338,26820
59622.94087,49542
36854.67117,31941
44658.70345,104347
42060.28351,32628
33520.02801,25275
45258.72143,91160
46412.88525,63325
40690.50422,63101
33973.97166,25200
43827.97509,47583
62746.37449,80176
97286.07811,82969
22063.08726,30980
36038.78182,31946
89649.12129,41358
33892.13481,48015
92100.17623,85938
52757.19148,37944
42131.67018,28710
39699.34141,51069
56932.31446,85211
44019.64537,40538
40070.12401,37048
57955.861,46599
32106.88343,30523
30577.82931,25949
25856.63583,22880
29820.12666,25940
35331.52118,51711
115952.4008,120905
45146.68833,53150
38277.78434,25644
23847.93966,29158
80691.34318,109324
34025.11602,23732
29950.67722,23334
40212.03248,55576
44534.26612,49522
75523.42771,107111
44368.29602,27567
86521.52067,136864
35563.39881,51578
59388.02566,59319
44653.03992,51307
48341.16348,39702
43912.94974,54873
87236.91895,94810
41123.9779,24389
35384.72299,28053
34814.27609,23067
34893.803,25120
37025.40394,31172
41957.18368,46386
39474.45647,36492
39218.95376,34666
26620.01845,23395
34585.14071,37035
31160.91857,23187
38013.45974,45023
49299.31415,50984
34237.60965,30230
98755.26383,79406
37910.98582,43736
102830.0427,53258
40330.06187,51471
61125.17737,29867
35182.59936,33380
36101.00238,26957
34299.69138,33270
45816.89602,23016
65325.3839,112821
34659.44605,25394
32031.31319,39541
21153.08437,23121
42801.46678,34321
30606.65326,23756
35370.05691,30036
48161.21955,82541
32097.02081,23744
38506.58278,34004
33578.38151,36686
39351.94272,29096
39458.52637,46074
28573.548,23247
28200.94931,26370
94060.69546,92883
27952.09048,32127
49495.85085,42451
30376.50731,24017
80572.8498,116262
39652.95657,33769
42098.04776,38680
39498.63414,39254
47732.63721,60937
37562.83682,34835
186406.3987,121416
32582.448,23708
104624.6696,87338
38667.76364,36119
30338.79666,24726
39942.03845,33044
52859.10647,30622
62394.76251,51920
36781.92771,41969
80881.52512,97908
38218.91556,40470
34638.04892,32020
88918.48122,224298
43718.04689,33501
191552.0323,181991
54930.99591,29039
32920.61274,22877
77471.90526,86365
33651.77635,37733
43078.46909,38488
31244.2582,23609
36242.07117,23518
33730.3426,24080
82282.08104,64714
95072.72244,81589
43590.27753,34883
30131.26042,23014
26357.08205,27745
39041.49326,43620
41429.21181,50043
37505.30344,27486
33001.48055,31263
51876.14885,75507
93506.49881,93785
37387.25233,37602
49505.09135,49300
36016.78068,30530
33378.48158,28716
37459.94957,42861
68814.70802,53874
55552.78487,48253
29528.34251,24446
59233.44255,28495
123151.8273,96419
38233.16027,44357
27510.35508,23234
61158.3455,32340
33476.21124,23985
35128.00341,30559
67993.25907,84444
34133.89622,23763
40579.22914,53847
25231.94849,30718
41569.87289,51751
41243.60952,32483
40167.91839,33054
31929.62046,27360
77289.55978,44320
92994.65096,87862
35564.75241,44799
34258.02667,32141
39284.31301,43935
34646.84177,44530
32242.44202,31022
52350.44991,41668
23798.76188,23785
31690.06559,31297
123161.2565,144422
62561.03066,67958
30792.85786,41724
46668.77407,32770
28658.02902,27448
42549.28012,51493
34389.25205,30373
28470.53116,24972
69995.9197,32644
35557.27265,42839
67873.54134,89415
38569.73481,28804
58408.9788,53769
32642.87488,28684
37754.86978,36920
40746.5698,23251
72107.33146,84992
31961.81824,22804
53865.58249,76156
31808.42469,25869
53648.41303,43012
38490.26029,24405
44302.5301,47150
118110.6113,58131
23483.30388,25215
34510.65813,28395
29477.48131,24219
57148.97349,64811
54189.88932,38517
126450.6958,174070
46367.38955,44083
37773.71645,23824
26409.67577,23433
25580.66561,25557
36384.35922,28408
28577.50657,26931
33975.8761,29239
45894.67113,40355
41473.81674,33914
34004.00322,23299
41971.80322,36991
45415.41746,41895
66277.27369,81051
32173.48618,33395
49760.8023,44372
33208.77713,29239
52689.14358,41170
28630.13658,23242
37042.38864,31747
33320.05124,31060
34371.80533,25073
86434.43124,130257
36141.71851,39139
29003.09659,28354
35857.34996,42813
39554.66525,41455
27907.16745,25049
40347.30051,45413
31790.44155,27885
41380.633,42264
54896.08235,40288
54218.09312,64763
30351.95089,38992
35864.93946,35791
27049.85478,24202
29033.20224,23994
137185.1106,115964
41284.39151,64861
38847.90406,23315
60787.84396,69581
37438.26511,27081
60779.71186,30601
30918.20278,61053
28582.40817,25817
28157.32304,32804
27197.33017,56067
30372.23716,44808
40250.55305,42799
50137.79837,41480
56027.15527,79178
52593.99327,44988
27975.62716,25370
26388.28312,31369
110145.5132,71486
31911.50696,24184
32605.50429,37737
25979.08576,23655
36583.80093,24560
42862.00455,57235
38839.66749,27174
37019.50629,25704
69983.95264,93307
37508.65101,26944
51821.17829,51192
64172.70831,64944
53748.14873,51053
47021.89677,50614
32498.81772,27189
41841.92435,34125
31125.66416,31647
76095.53461,73105
45494.90759,43164
30329.90973,24562
52255.56768,71054
68623.00067,111291
70172.1843,74979
106585.9984,154864
74419.15138,99121
115740.1145,131790
75158.88119,45513
30037.75509,23231
79860.43283,94026
107541.178,113261
55287.73084,55752
31255.49507,23831
32465.49528,49452
49200.43249,138320
36540.44016,27030
79662.11922,120930
28767.86874,28426
38499.89094,37132
38596.3222,31495
35313.41024,26706
67033.28839,64660
89197.29076,108023
34894.29951,33311
26915.38587,50731
33995.97298,22979
30410.36263,35324
123353.8389,77127
64711.3874,70008
41041.18172,35330
51625.82671,50000
66774.52234,64820
40143.93024,38855
35885.11639,30412
28730.55878,26210
59742.85397,55350
30074.23133,25588
29817.90852,24364
49345.70201,36232
30533.14514,32680
28039.2321,24201
59764.84836,83326
58411.66976,52339
41643.46751,41483
77164.37051,70993
52217.29606,39549
34852.98611,29525
29427.79145,27239
38708.32184,61890
39639.26229,31596
36848.78537,31688
28853.00736,34077
32237.10045,24568
30908.65327,23309
90088.12343,48116
36989.27088,46317
40340.83092,39647
112789.9132,238028
38132.37688,39913
39875.86786,58294
79341.84385,104138
36640.36739,26417
54831.84236,55777
33335.96804,80853
53059.25417,64882
53724.70038,61473
40202.17894,44352
39729.4227,54070
26028.96112,27339
89266.82336,94202
34607.37667,39760
28281.35579,24205
44551.73884,31143
41709.18369,34945
45774.79253,35305
47398.23526,31763
30837.2795,35915
33994.51857,26491
51027.70244,41051
44968.70725,47633
84041.27825,57471
34692.70387,37376
47337.11767,30542
45615.43779,38083
39146.05834,32085
71208.6441,77312
48467.14812,61776
63126.61774,77392
34314.48748,28576
41524.7777,26515
40616.8522,26369
49709.72322,39499
98116.97334,83232
94697.47074,33349
73082.57854,83301
32001.21976,25033
35198.61056,23716
30952.56375,30198
31600.02766,27291
52578.0403,63341
29890.59948,27471
32361.18566,51383
39462.7258,65388
42582.92102,26875
35652.1351,32131
48234.8907,45670
41636.13672,31190
48150.01053,42600
39314.51026,31055
38947.74344,32128
91306.36405,96712
34467.54881,31644
78617.56965,86243
38916.87234,41607
66243.69233,112559
33627.6161,32449
39747.51891,59838
38112.95966,53587
45119.50794,33238
39414.2587,29745
36896.59411,32386
36106.26396,26841
86027.82543,123107
23878.90667,40644
58442.20595,46201
41196.32829,32205
43386.52705,33649
52136.04458,26281
40696.94639,37096
43981.74229,64382
48205.15558,41132
49500.49105,46416
56632.57952,24141
40955.38944,40622
124535.2586,156444
48150.1531,42674
99369.96169,136272
33838.34187,35330
37668.87561,31251
23988.92173,24819
38611.87291,26176
36403.9873,37229
35055.7802,29857
160242.7487,177019
59682.69548,68245
81264.29285,69539
49381.37771,53618
66107.30835,56303
112786.7019,128106
43495.86324,39089
30176.97771,25745
34327.57344,34599
29982.75345,24749
33441.92225,26386
70807.0982,116602
36338.81531,60355
29160.41544,23943
26891.21185,26596
33349.44842,30025
72546.64285,22739
61429.12878,72557
142191.5481,163917
45556.47878,30846
56654.01399,60975
79658.49659,116029
46110.44083,32279
67492.57792,33585
41824.56317,24399
35108.17535,30442
52513.29731,109130
29978.17807,27052
26151.73506,24882
41742.20631,35408
29386.13327,23901
39595.58764,24993
96431.97736,103106
48448.0669,28516
54397.76846,81323
41871.0737,27349
34614.91757,30776
36827.34741,44150
49491.71158,47703
41501.947,25109
39588.07967,26741
37122.46053,23175
38329.60028,37281
55689.90184,65538
33368.65275,30392
33086.49516,32249
37587.88919,36116
25459.06793,29640
47562.22933,39707
29590.86579,23035
49401.77874,33572
34781.65522,47462
46433.10502,31807
35598.7173,24411
58369.87007,40316
35766.10632,50776
147587.7787,195350
59799.31142,47510
52310.24447,58001
47407.01687,32717
48909.96627,43111
79256.05682,72854
89097.01343,76954
52858.71829,59641
59390.53143,73648
42550.16432,67022
36109.32576,22894
24518.65965,25344
154058.9241,122751
46276.8292,38434
83212.85651,98159
41807.58991,36383
32425.18644,30065
66342.43278,70094
56121.68779,87733
34536.62974,40815
38291.36304,23632
58132.05586,61246
32013.32069,36994
35240.01354,29036
34656.2925,23711
44850.47102,78134
42456.57956,37483
29866.49627,23302
37159.60963,40563
38829.66048,32372
32395.56358,23150
57673.59763,56745
27145.92319,27765
82348.27193,190430
56017.37891,39269
60711.00203,66416
53576.82029,64331
34442.44478,25885
24150.38716,24015
50230.92387,37084
28745.31544,26817
29575.35095,25547
43328.79564,46054
32127.74277,31956
25012.66242,23221
34366.633,35268
38017.51684,42473
30981.42993,23420
26031.49332,30116
36094.17306,27227
34946.62678,33466
75468.68293,121695
82016.07821,40129
46217.24679,30389
26727.09303,23943
35352.60525,24789
24919.0101,34015
46371.37388,46934
67541.98485,52691
44452.69123,35020
31593.68804,26611
106388.1387,160135
68264.87092,49492
35009.66045,39133
30352.07572,25064
33616.00084,33653
27458.95322,26162
173448.6554,182678
37868.95115,32877
122529.7546,167232
49416.26481,45959
28895.62098,23683
54991.19486,91846
41369.90397,49737
33475.50358,34318
29940.56991,23592
72640.42376,52351
38169.88135,31697
42473.07025,29389
32041.90271,24351
44535.22541,29901
57007.02214,53528
96580.48943,91228
29634.23503,23011
51354.46563,69109
66065.95009,91278
71898.056,41390
31810.78375,37360
30064.72423,29134
48548.31169,42926
29556.8992,23050
48145.86051,44973
53830.82854,40399
37039.02026,45239
32009.81817,23665
27356.10481,29219
52654.11743,137562
83697.64747,76636
37474.70161,24341
46961.55519,43258
49445.35748,41367
138898.0848,133487
46221.68986,62898
33877.29038,36690
35020.49339,24256
26508.66418,29324
40084.45502,26182
50547.07217,84072
33640.15299,39931
46036.51534,54340
33596.47693,25506
79432.01946,29823
27083.77636,25741
66117.37174,41928
32100.04195,37780
59872.01719,102962
83465.73336,92859
30927.24536,30756
51368.24291,35551
38230.36401,33094
37275.92438,35732
36451.38638,24791
52377.40632,85681
33158.3341,24001
40981.46518,28652
63279.57081,63683
80326.97418,49145
42094.29825,29751
39158.88957,30895
50400.18183,32425
39636.72021,31441
59958.96605,53844
32520.47363,29429
35424.14737,50648
30048.83689,26709
41475.68963,37131
54065.45308,39791
24716.45419,23183
32892.94797,28272
42716.53532,29846
33840.37404,55392
32702.28453,36221
62994.31486,100313
88949.92905,140452
55308.58838,37350
40043.9798,42922
50443.40255,47566
58338.48101,67905
39705.18509,45465
42000.21513,43781
64646.87059,91659
57586.84329,60853
40327.85168,24211
35282.07297,23678
28414.46935,23857
33247.14383,22916
35279.02069,23648
38151.78522,34157
41695.94073,26015
37600.17998,37086
43858.4693,27545
37230.05822,36452
62955.17394,76886
62966.35061,75325
39098.26995,43165
31992.38645,24579
36570.17036,29492
32126.5998,31021
55909.17116,60704
24526.23825,25204
56336.47809,45353
19081.30841,29772
38201.68943,80364
31455.72024,35142
50547.20098,50471
48577.19313,52252
38224.82447,24880
32776.143,37089
32631.59728,25606
32419.50451,37031
36902.35314,30477
34655.06507,85987
33245.69722,25640
48101.57347,61449
27527.21613,26264
48647.19921,83410
41872.22477,28909
31845.99675,22791
215206.7219,143840
60246.55189,69688
30959.26046,44118
37586.02892,43372
49818.91205,32403
58915.08057,53207
44861.37852,33645
26894.24707,25858
43603.93751,36015
33679.52686,28665
42929.62148,41452
53683.70186,34148
35931.26158,27691
36341.8032,26841
36226.25187,25328
38980.64634,56385
67492.57627,51353
52172.24961,61094
39505.12815,31804
42909.42319,39092
68160.24059,74432
30023.05515,36254
47914.59346,36571
28523.77905,39482
50715.81641,42431
50466.45607,52781
32781.34632,23390
42274.52431,35429
28584.97535,28879
43266.33711,78346
44612.81,95642
71954.63475,95796
55198.47786,55641
36780.34061,27783
38364.45176,42399
65901.74248,70594
39422.37002,24134
38884.20393,27234
132481.8293,163816
33907.1178,26076
43671.61667,23535
32201.19612,28468
54787.37999,25849
60227.30655,59605
22306.91284,26803
69015.91934,81803
27684.13204,31000
23039.83664,22845
30633.80797,75665
47077.49578,33401
62267.45554,54124
68796.94708,87996
25439.65995,25780
38874.87984,48126
41436.09547,34906
50639.29832,56062
33394.18298,36936
41639.12534,25331
44246.48625,45979
45694.0318,31630
35755.92657,23444
49081.61982,50493
49119.47707,67200
62854.40523,101113
65627.85731,70657
36208.86054,28285
30425.5205,27512
63648.26691,50700
45517.21672,47383
31868.45595,33346
44889.04458,56188
23791.35375,24292
36199.1846,25686
40034.31736,24141
39031.32288,25405
35392.68817,26894
53566.63556,63046
66606.6956,84008
38373.16194,35500
80559.3456,61311
37712.60195,23368
40328.05436,47397
33375.97599,26263
24635.88009,29458
49207.71168,35558
30073.35232,72904
76904.30953,114540
28924.88542,29791
36033.49036,28812
28800.99524,34412
52672.37005,53814
37612.59216,34843
28753.86155,49218
25462.96053,29388
35377.99576,28064
36044.80965,25634
36956.67006,42062
30704.24649,37962
51277.78552,30890
39004.55044,30864
61509.41416,63518
27655.80755,24385
34500.0707,23417
56536.24,69922
29996.72752,32676
29837.95163,31491
37756.86532,29876
42341.89335,25338
66909.18265,56533
51441.45903,57723
24908.78272,29329
35715.80152,39110
29138.23888,24129
71268.71253,104368
34691.51853,28472
35231.21358,32478
39566.82921,39743
41027.53049,28240
32646.34123,29052
37146.12876,54091
41355.58379,39180
56685.28316,58235
26986.19317,33298
43533.92992,38966
41681.11737,50670
39275.36922,43218
75376.9428,57077
63313.06104,28531
